student_id,name,subject,score,date,attendance,categorize_performance
1206,Logan,Physics,100.0,2023-09-28,Absent,High
1206,William,Physics,79.0,2021-03-14,Absent,Medium
1162,Donald,Biology,72.0,2024-11-01,Absent,Medium
1162,Holly,Biology,81.0,2022-02-26,Absent,Medium
1162,Frank,Biology,77.9,2024-09-17,Absent,Medium
1312,Tasha,Computer Science,78.7,2021-05-11,Present,Medium
1112,William,Mathematics,79.1,2020-10-19,Absent,Medium
1112,Haley,Mathematics,61.0,2023-07-02,Absent,Medium
1425,Darryl,Biology,87.0,2021-09-25,Absent,High
1425,David,Biology,63.0,2022-01-04,absent,Medium
1425,Deborah,Biology,100.0,2023-09-09,absent,High
1489,James,Biology,76.0,2024-08-12,Present,Medium
1489,Sherry,Biology,65.0,2021-01-02,Present,Medium
1234,Javier,Computer Science,66.0,2023-08-03,Present,Medium
1207,Kathleen,Physics,88.0,2022-12-29,Absent,High
1207,Matthew,Physics,89.0,2020-09-13,Absent,High
1107,Katherine,Mathematics,89.0,2023-05-05,Present,High
1107,Juan,Mathematics,69.0,2022-08-06,Present,Medium
1107,Joshua,Mathematics,89.0,2024-03-17,Present,High
1141,Danielle,Biology,70.0,2020-08-27,absent,Medium
1141,Alyssa,Biology,68.0,2020-06-15,Present,Medium
1141,Nancy,Biology,69.0,2023-12-02,absent,Medium
1444,Sharon,Biology,66.0,2024-01-06,Present,Medium
1444,Marilyn,Biology,92.0,2024-02-20,Present,High
1444,Carrie,Biology,64.0,2020-12-31,Present,Medium
1013,Joann,Physics,71.0,2020-07-23,Absent,Medium
1013,Megan,Physics,74.0,2024-01-21,Absent,Medium
1087,Paul,Biology,73.0,2020-12-14,Present,Medium
1475,Tina,Computer Science,71.0,2020-02-20,Present,Medium
1369,Troy,Computer Science,100.0,2020-11-16,Present,High
1369,Tonya,Computer Science,89.0,2020-10-30,Present,High
1338,Cody,Physics,77.0,2020-04-02,Present,Medium
1338,Kelly,Physics,95.0,2024-05-07,Present,High
1338,Dave,Physics,73.0,2022-10-03,Present,Medium
1165,Lisa,Physics,98.0,2024-04-23,absent,High
1035,Melissa,Biology,74.0,2024-11-05,Present,Medium
1035,Amy,Biology,71.0,2020-01-01,Present,Medium
1025,Zachary,Computer Science,95.0,2021-12-13,absent,High
1060,Kevin,Biology,72.0,2020-04-27,absent,Medium
1060,Stephanie,Biology,77.9,2020-01-17,Present,Medium
1060,Danielle,Biology,83.0,2023-11-26,Present,Medium
1120,Maurice,Computer Science,66.0,2024-01-11,Absent,Medium
1257,Ashley,Physics,100.0,2020-09-07,Absent,High
1257,Tiffany,Physics,71.0,2022-07-19,Absent,Medium
1257,Patrick,Physics,90.0,2021-01-14,Absent,High
1257,Nicholas,Physics,61.0,2023-01-01,Absent,Medium
1106,Michelle,Mathematics,79.1,2024-08-02,Present,Medium
1436,Derek,Physics,64.0,2024-02-20,Absent,Medium
1436,Gabriel,Physics,75.0,2023-09-30,Absent,Medium
1177,Ryan,Biology,83.0,2022-07-13,Absent,Medium
1200,Hannah,Physics,69.0,2022-04-28,Present,Medium
1200,Gregory,Physics,61.0,2020-01-19,Present,Medium
1315,Isaac,Computer Science,78.7,2021-05-31,Present,Medium
1315,Lauren,Computer Science,74.0,2024-01-19,Present,Medium
1315,Justin,Computer Science,63.0,2021-08-19,Present,Medium
1254,Richard,Biology,82.0,2021-06-27,Absent,Medium
1254,Patrick,Biology,77.9,2021-09-12,Absent,Medium
1180,Dakota,Physics,100.0,2023-05-22,Absent,High
1115,Patrick,Computer Science,76.0,2022-03-02,Present,Medium
1027,Keith,Mathematics,69.0,2023-07-04,absent,Medium
1027,Nicholas,Mathematics,87.0,2024-06-14,Present,High
1191,William,Computer Science,83.0,2020-07-25,Absent,Medium
1191,Leah,Computer Science,82.0,2023-07-27,Absent,Medium
1191,Malik,Computer Science,61.0,2021-05-31,Absent,Medium
1391,Amanda,Mathematics,81.0,2021-05-23,absent,Medium
1391,Erica,Mathematics,79.1,2023-08-18,absent,Medium
1391,Jason,Mathematics,62.0,2023-11-17,Present,Medium
1194,Lucas,Computer Science,82.0,2021-11-24,Present,Medium
1194,Cynthia,Computer Science,76.0,2020-02-29,Present,Medium
1194,Marcus,Computer Science,92.0,2021-10-06,Present,High
1194,Karen,Computer Science,78.7,2024-11-27,Present,Medium
1194,Jesus,Computer Science,72.0,2021-09-26,absent,Medium
1228,Jimmy,Biology,99.0,2020-04-22,Absent,High
1232,Jacob,Biology,84.0,2021-01-22,Present,Medium
1232,Stacy,Biology,65.0,2022-10-20,Present,Medium
1232,Jose,Biology,77.9,2024-07-21,Present,Medium
1232,Judy,Biology,69.0,2024-09-06,Present,Medium
1232,Alexis,Biology,81.0,2024-07-02,Present,Medium
1232,Cassandra,Biology,84.0,2021-01-25,Present,Medium
1216,Emily,Physics,65.0,2023-01-03,Absent,Medium
1216,Kimberly,Physics,89.0,2023-01-09,Absent,High
1216,Katelyn,Physics,72.0,2024-07-13,absent,Medium
1216,Julie,Physics,92.0,2020-12-27,Absent,High
1133,Kim,Biology,73.0,2024-07-10,Absent,Medium
1133,Robert,Biology,82.0,2021-05-11,Absent,Medium
1133,Melissa,Biology,77.9,2023-08-10,Absent,Medium
1312,Cathy,Physics,67.0,2022-02-04,absent,Medium
1312,Aaron,Physics,79.0,2021-05-11,Present,Medium
1002,Henry,Computer Science,67.0,2024-09-16,Present,Medium
1002,Renee,Computer Science,74.0,2023-11-30,Present,Medium
1002,Emily,Computer Science,78.7,2021-09-28,Present,Medium
1002,Deborah,Computer Science,98.0,2022-02-09,Present,High
1106,Jacob,Biology,69.0,2024-08-02,Present,Medium
1220,Alicia,Computer Science,63.0,2022-01-20,Present,Medium
1196,Jessica,Biology,90.0,2021-10-08,Absent,High
1196,Ann,Biology,75.0,2020-12-05,Absent,Medium
1346,Julie,Computer Science,71.0,2024-05-26,Absent,Medium
1329,Olivia,Biology,89.0,2020-09-29,Absent,High
1008,Russell,Biology,67.0,2023-01-26,Absent,Medium
1008,Andres,Biology,77.9,2024-06-27,Absent,Medium
1297,Christopher,Mathematics,100.0,2023-06-29,absent,High
1297,Stephanie,Mathematics,63.0,2021-08-02,Absent,Medium
1279,Carla,Computer Science,78.0,2024-08-15,Absent,Medium
1279,Laura,Computer Science,92.0,2024-12-18,Absent,High
1279,Madison,Computer Science,78.7,2021-12-22,Absent,Medium
1326,Julie,Physics,98.0,2023-08-05,Absent,High
1326,Jessica,Physics,77.0,2020-03-25,Absent,Medium
1326,Richard,Physics,60.0,2022-05-25,Absent,Medium
1129,Kyle,Biology,64.0,2020-05-03,Absent,Medium
1129,Damon,Biology,65.0,2023-09-20,absent,Medium
1129,Todd,Biology,88.0,2022-07-13,absent,High
1219,Kimberly,Computer Science,79.0,2024-10-15,Present,Medium
1088,Bradley,Biology,93.0,2022-04-15,Absent,High
1088,Christopher,Biology,77.9,2020-08-18,Absent,Medium
1421,Ian,Computer Science,94.0,2022-02-22,Present,High
1341,Angela,Computer Science,85.0,2023-12-17,Present,High
1341,Eric,Computer Science,62.0,2021-06-29,absent,Medium
1375,Cynthia,Mathematics,64.0,2024-09-21,Absent,Medium
1375,Christopher,Mathematics,71.0,2020-11-10,Absent,Medium
1375,Sandra,Mathematics,96.0,2023-12-17,Absent,High
1059,Michael,Biology,87.0,2021-02-27,absent,High
1326,Kristen,Physics,98.0,2023-08-05,Absent,High
1326,Denise,Physics,77.0,2020-03-25,Absent,Medium
1326,Christian,Physics,60.0,2022-05-25,Absent,Medium
1204,Katherine,Biology,64.0,2024-09-21,Absent,Medium
1204,Christopher,Biology,68.0,2021-02-10,Absent,Medium
1003,James,Physics,77.9,2024-09-17,Present,Medium
1371,John,Physics,80.0,2024-01-16,Absent,Medium
1019,Ryan,Computer Science,78.7,2023-11-05,absent,Medium
1019,Amy,Computer Science,65.0,2022-08-13,Present,Medium
1019,Kelly,Computer Science,84.0,2023-11-19,Present,Medium
1190,Donald,Biology,79.0,2020-08-17,Absent,Medium
1190,Melissa,Biology,92.0,2022-10-15,Absent,High
1388,Tracy,Biology,77.9,2023-02-07,absent,Medium
1191,Nancy,Physics,96.0,2022-03-04,Absent,High
1191,Michael,Physics,82.0,2023-07-27,Absent,Medium
1191,Becky,Physics,61.0,2021-05-31,Absent,Medium
1421,William,Physics,77.9,2022-02-22,absent,Medium
1284,John,Physics,77.9,2024-04-22,Present,Medium
1284,Sarah,Physics,90.0,2022-05-21,absent,High
1284,Kristen,Physics,77.0,2022-05-30,Present,Medium
1284,Hannah,Physics,90.0,2023-02-24,absent,High
1261,Mary,Physics,60.0,2024-12-24,Present,Medium
1296,Roger,Mathematics,65.0,2020-11-08,Absent,Medium
1296,Caroline,Mathematics,63.0,2023-04-24,Absent,Medium
1316,Susan,Mathematics,68.0,2020-11-10,Present,Medium
1316,Samantha,Mathematics,96.0,2020-07-05,Present,High
1333,Kimberly,Biology,85.0,2020-10-21,Present,High
1388,Juan,Mathematics,86.0,2023-02-07,Absent,High
1438,Diana,Physics,92.0,2023-05-18,Absent,High
1438,Cheryl,Physics,100.0,2023-02-04,Absent,High
1438,Sarah,Physics,77.9,2020-06-01,Absent,Medium
1438,Heather,Physics,71.0,2024-12-15,Absent,Medium
1401,Michelle,Computer Science,74.0,2021-09-14,Present,Medium
1145,Elizabeth,Physics,69.0,2022-02-25,absent,Medium
1145,Samantha,Physics,77.9,2020-07-28,Present,Medium
1145,Martin,Physics,65.0,2020-09-06,Present,Medium
1145,Joshua,Physics,75.0,2022-01-16,Present,Medium
1145,Paige,Physics,92.0,2021-12-17,Present,High
1473,Amber,Mathematics,94.0,2021-04-16,Absent,High
1073,David,Mathematics,75.0,2023-03-07,Present,Medium
1420,Emily,Computer Science,89.0,2022-03-31,Absent,High
1420,James,Computer Science,72.0,2024-09-29,Absent,Medium
1200,Leonard,Biology,69.0,2022-04-28,Absent,Medium
1103,Shawn,Biology,100.0,2020-02-12,Absent,High
1150,Elizabeth,Computer Science,70.0,2020-08-27,Absent,Medium
1150,Christopher,Computer Science,64.0,2022-07-06,Absent,Medium
1497,Antonio,Biology,71.0,2022-11-02,Present,Medium
1195,William,Computer Science,78.7,2020-09-08,Present,Medium
1195,Leroy,Computer Science,91.0,2021-07-03,Present,High
1195,Sarah,Computer Science,75.0,2023-05-07,Present,Medium
1195,Jessica,Computer Science,73.0,2020-12-29,Present,Medium
1090,Shawn,Biology,75.0,2023-10-15,Present,Medium
1090,Stephanie,Biology,93.0,2021-04-20,Present,High
1087,Meagan,Computer Science,81.0,2021-08-22,Absent,Medium
1087,Cody,Computer Science,73.0,2020-12-14,Absent,Medium
1241,Carl,Computer Science,68.0,2023-07-19,absent,Medium
1241,Christine,Computer Science,68.0,2024-10-17,absent,Medium
1461,Dale,Computer Science,67.0,2020-09-23,absent,Medium
1461,Arthur,Computer Science,63.0,2022-09-14,Absent,Medium
1461,Melinda,Computer Science,62.0,2020-06-10,Absent,Medium
1461,Marissa,Computer Science,68.0,2024-07-29,Absent,Medium
1370,Joshua,Physics,67.0,2024-05-31,Absent,Medium
1370,Derek,Physics,97.0,2023-08-15,Absent,High
1370,Marissa,Physics,76.0,2023-04-03,absent,Medium
1370,Christopher,Physics,99.0,2023-06-29,absent,High
1042,Scott,Biology,87.0,2022-03-25,Present,High
1042,Tony,Biology,75.0,2024-07-25,absent,Medium
1042,Wayne,Biology,68.0,2023-12-07,Present,Medium
1042,Theresa,Biology,94.0,2020-06-01,absent,High
1426,Deborah,Biology,86.0,2023-03-08,Present,High
1138,Frank,Computer Science,72.0,2020-12-27,Present,Medium
1138,Corey,Computer Science,70.0,2023-08-14,absent,Medium
1227,Adam,Physics,73.0,2021-07-27,absent,Medium
1416,Caroline,Computer Science,63.0,2021-09-15,Present,Medium
1057,Allison,Mathematics,81.0,2024-10-20,Absent,Medium
1400,Thomas,Mathematics,67.0,2024-03-20,Absent,Medium
1400,Peter,Mathematics,79.1,2023-10-12,Absent,Medium
1400,Madeline,Mathematics,73.0,2022-10-18,Absent,Medium
1400,Michael,Mathematics,84.0,2023-11-16,absent,Medium
1322,Deanna,Biology,75.0,2024-02-06,Absent,Medium
1322,Ann,Biology,77.9,2023-10-07,Absent,Medium
1428,Timothy,Computer Science,67.0,2020-03-27,Absent,Medium
1428,Stephen,Computer Science,85.0,2021-02-14,Absent,High
1428,Bryan,Computer Science,93.0,2023-04-02,Absent,High
1428,Clinton,Computer Science,78.7,2024-08-04,absent,Medium
1117,Summer,Mathematics,85.0,2021-10-03,Present,High
1297,David,Mathematics,100.0,2023-06-29,Absent,High
1297,Joshua,Mathematics,63.0,2021-08-02,Absent,Medium
1297,Debra,Mathematics,88.0,2020-12-07,Absent,High
1394,Tonya,Physics,60.0,2021-02-14,Absent,Medium
1202,Hannah,Physics,79.0,2021-02-15,Present,Medium
1187,Tara,Physics,87.0,2021-09-25,Present,High
1187,Virginia,Physics,71.0,2023-07-21,Present,Medium
1196,Dylan,Physics,90.0,2021-10-08,Present,High
1196,Darrell,Physics,77.9,2023-01-07,Present,Medium
1196,Kristy,Physics,75.0,2020-12-05,Present,Medium
1227,Teresa,Biology,73.0,2021-07-27,Absent,Medium
1479,Austin,Physics,95.0,2023-09-08,Absent,High
1479,Sean,Physics,66.0,2022-10-12,Absent,Medium
1389,Robert,Computer Science,86.0,2023-01-30,absent,High
1036,Lucas,Mathematics,87.0,2022-04-03,Absent,High
1036,Nathan,Mathematics,87.0,2021-11-03,Absent,High
1259,Laura,Physics,60.0,2023-09-22,Present,Medium
1035,Valerie,Computer Science,74.0,2024-11-05,absent,Medium
1035,Richard,Computer Science,71.0,2020-01-01,Present,Medium
1050,Wendy,Biology,98.0,2020-07-17,Present,High
1042,Tammy,Physics,87.0,2022-03-25,Absent,High
1042,Gary,Physics,75.0,2024-07-25,absent,Medium
1042,Travis,Physics,68.0,2023-12-07,Absent,Medium
1042,Michelle,Physics,94.0,2020-06-01,Absent,High
1271,Brenda,Physics,93.0,2020-05-22,Present,High
1271,Brandon,Physics,73.0,2020-07-10,absent,Medium
1002,Taylor,Physics,82.0,2024-07-04,Present,Medium
1002,Michael,Physics,67.0,2024-06-25,Present,Medium
1002,Brian,Physics,74.0,2023-11-30,Present,Medium
1002,Lisa,Physics,77.9,2021-09-28,Present,Medium
1356,Stephanie,Physics,97.0,2021-11-29,absent,High
1356,Dana,Physics,65.0,2022-11-21,absent,Medium
1132,Jennifer,Computer Science,67.0,2023-02-07,Absent,Medium
1147,Robert,Computer Science,82.0,2024-02-03,Absent,Medium
1147,Cindy,Computer Science,78.0,2024-11-03,Absent,Medium
1414,John,Physics,96.0,2024-07-08,Present,High
1414,Briana,Physics,86.0,2023-03-27,Present,High
1101,Michelle,Biology,77.9,2023-08-21,Present,Medium
1101,Zachary,Biology,84.0,2024-06-09,Present,Medium
1101,Taylor,Biology,77.9,2024-11-16,Present,Medium
1101,Ryan,Biology,77.9,2023-05-14,absent,Medium
1297,David,Mathematics,63.0,2021-08-02,Present,Medium
1297,Dana,Mathematics,88.0,2020-12-07,Present,High
1408,Arthur,Computer Science,78.7,2022-12-26,Present,Medium
1408,Susan,Computer Science,83.0,2020-11-26,Present,Medium
1448,Shannon,Physics,65.0,2023-07-29,Absent,Medium
1448,Chad,Physics,71.0,2022-11-15,Absent,Medium
1448,Michelle,Physics,82.0,2021-01-23,absent,Medium
1485,Ernest,Biology,77.9,2024-02-11,Absent,Medium
1485,Michael,Biology,92.0,2022-09-10,Absent,High
1395,Adrian,Biology,64.0,2023-10-16,Absent,Medium
1395,Wayne,Biology,84.0,2024-01-13,Absent,Medium
1456,Nancy,Computer Science,76.0,2023-01-03,Absent,Medium
1031,Melissa,Biology,71.0,2020-10-05,Present,Medium
1031,Jonathan,Biology,66.0,2024-05-18,Present,Medium
1386,Larry,Physics,76.0,2023-04-03,Present,Medium
1107,Aaron,Computer Science,89.0,2023-05-05,Present,High
1107,Emily,Computer Science,89.0,2024-03-17,Present,High
1107,Jacob,Computer Science,97.0,2022-09-09,absent,High
1400,Jillian,Physics,73.0,2022-10-18,Present,Medium
1211,Thomas,Computer Science,83.0,2022-05-31,Absent,Medium
1248,Emily,Computer Science,60.0,2020-06-09,Present,Medium
1224,Richard,Computer Science,64.0,2021-07-23,Absent,Medium
1224,Adam,Computer Science,78.7,2024-08-28,Absent,Medium
1224,Donald,Computer Science,80.0,2022-12-17,Absent,Medium
1314,Michelle,Mathematics,78.0,2022-05-09,absent,Medium
1314,Austin,Mathematics,78.0,2023-02-02,Absent,Medium
1273,Martin,Biology,82.0,2023-06-15,absent,Medium
1273,David,Biology,76.0,2021-12-18,Present,Medium
1273,Brian,Biology,75.0,2020-07-27,Present,Medium
1086,Marcus,Biology,64.0,2021-08-31,Absent,Medium
1109,Catherine,Computer Science,78.7,2024-09-16,absent,Medium
1109,Roberto,Computer Science,81.0,2023-05-12,Absent,Medium
1047,Gerald,Computer Science,74.0,2024-07-12,Present,Medium
1070,Amy,Physics,61.0,2021-11-16,Absent,Medium
1070,Krystal,Physics,77.9,2023-06-11,Absent,Medium
1070,William,Physics,65.0,2023-12-11,Absent,Medium
1139,Kathryn,Biology,77.9,2023-06-27,Present,Medium
1139,Kevin,Biology,61.0,2021-11-28,Present,Medium
1360,Andrew,Biology,84.0,2020-07-20,Absent,Medium
1007,Ana,Biology,95.0,2024-02-29,Present,High
1260,Denise,Biology,88.0,2021-02-20,Absent,High
1260,Robert,Biology,85.0,2021-05-05,Absent,High
1260,Monica,Biology,100.0,2020-09-07,Absent,High
1394,Larry,Physics,60.0,2021-02-14,Absent,Medium
1160,Connie,Physics,73.0,2020-05-21,Absent,Medium
1160,Joel,Physics,72.0,2024-01-24,Absent,Medium
1106,Ronald,Computer Science,69.0,2024-08-02,Present,Medium
1416,Steven,Biology,63.0,2021-09-15,Absent,Medium
1103,Jocelyn,Biology,77.9,2020-02-12,Present,Medium
1301,Julie,Physics,77.9,2022-11-09,Absent,Medium
1301,Travis,Physics,64.0,2022-03-21,absent,Medium
1275,Anthony,Physics,69.0,2023-02-24,Present,Medium
1275,Logan,Physics,66.0,2024-10-01,Present,Medium
1080,Dennis,Biology,73.0,2024-04-28,Absent,Medium
1012,Corey,Biology,92.0,2021-04-15,absent,High
1012,Vanessa,Biology,95.0,2022-04-17,Absent,High
1472,Beth,Biology,87.0,2021-08-01,absent,High
1176,Jonathan,Biology,70.0,2024-03-25,Absent,Medium
1176,Susan,Biology,77.9,2024-01-23,Absent,Medium
1139,Selena,Mathematics,66.0,2023-06-27,Present,Medium
1139,Mark,Mathematics,61.0,2021-11-28,Present,Medium
1066,Jay,Biology,64.0,2022-10-03,Absent,Medium
1070,Gene,Biology,61.0,2021-11-16,absent,Medium
1070,Ashlee,Biology,65.0,2023-12-11,Absent,Medium
1070,Melissa,Biology,85.0,2020-03-16,absent,High
1393,Courtney,Mathematics,79.1,2024-01-29,Present,Medium
1393,Michael,Mathematics,78.0,2024-08-25,absent,Medium
1406,Antonio,Computer Science,68.0,2023-02-09,Present,Medium
1406,Glenn,Computer Science,74.0,2023-03-23,Present,Medium
1401,Lawrence,Physics,74.0,2021-09-14,Present,Medium
1416,Morgan,Biology,63.0,2021-09-15,absent,Medium
1221,Anthony,Computer Science,96.0,2021-11-20,absent,High
1134,Rachel,Physics,85.0,2022-04-14,Absent,High
1134,Lauren,Physics,91.0,2023-03-20,Absent,High
1134,Paul,Physics,67.0,2023-05-05,Absent,Medium
1134,Mark,Physics,78.0,2023-12-10,absent,Medium
1278,Margaret,Computer Science,73.0,2020-01-15,Absent,Medium
1003,Donna,Physics,94.0,2024-09-17,Present,High
1428,Natasha,Computer Science,67.0,2020-03-27,Absent,Medium
1428,Mary,Computer Science,85.0,2021-02-14,Absent,High
1428,Steve,Computer Science,93.0,2023-04-02,Absent,High
1428,Tiffany,Computer Science,79.0,2024-08-04,Absent,Medium
1272,Mary,Biology,77.9,2022-01-19,absent,Medium
1272,Darrell,Biology,86.0,2024-06-28,Present,High
1355,Jeffrey,Biology,65.0,2020-08-30,Present,Medium
1056,Angelica,Biology,81.0,2024-10-22,Absent,Medium
1056,Kevin,Biology,84.0,2020-02-10,Absent,Medium
1056,Mark,Biology,86.0,2024-11-04,Absent,High
1056,Michael,Biology,60.0,2020-06-25,Absent,Medium
1056,Zachary,Biology,77.9,2021-01-28,Absent,Medium
1056,Gregory,Biology,98.0,2020-03-06,Absent,High
1323,Ruben,Computer Science,82.0,2021-10-15,Absent,Medium
1025,Jennifer,Computer Science,95.0,2021-12-13,absent,High
1025,Tonya,Computer Science,78.7,2020-03-06,Absent,Medium
1414,Erica,Mathematics,96.0,2024-07-08,Absent,High
1414,Spencer,Mathematics,69.0,2023-11-21,absent,Medium
1414,Paul,Mathematics,79.1,2023-03-27,Absent,Medium
1431,Katherine,Computer Science,78.7,2023-09-21,Absent,Medium
1431,Joshua,Computer Science,78.7,2020-04-30,Absent,Medium
1431,Jamie,Computer Science,63.0,2021-11-13,Absent,Medium
1431,Victor,Computer Science,82.0,2020-08-10,Absent,Medium
1246,April,Mathematics,79.1,2020-02-23,Absent,Medium
1246,Kimberly,Mathematics,71.0,2024-01-11,Absent,Medium
1246,Mary,Mathematics,79.1,2022-06-02,Absent,Medium
1260,Emily,Mathematics,88.0,2021-02-20,Absent,High
1260,Angela,Mathematics,85.0,2021-05-05,Absent,High
1208,Jenny,Biology,62.0,2020-03-01,Present,Medium
1497,Thomas,Computer Science,71.0,2022-11-02,Present,Medium
1497,Robert,Computer Science,74.0,2020-07-17,Present,Medium
1275,Denise,Computer Science,80.0,2020-11-06,Present,Medium
1275,Mary,Computer Science,69.0,2023-02-24,Present,Medium
1275,Ryan,Computer Science,66.0,2024-10-01,absent,Medium
1275,Shannon,Computer Science,89.0,2022-05-23,Present,High
1416,Lori,Biology,77.9,2021-09-15,Present,Medium
1248,Lori,Mathematics,79.1,2020-06-09,Absent,Medium
1248,Heather,Mathematics,91.0,2021-01-02,Absent,High
1433,Julie,Biology,62.0,2024-08-25,Absent,Medium
1270,Amanda,Biology,77.9,2020-08-05,Absent,Medium
1327,Katie,Physics,74.0,2022-09-05,Present,Medium
1327,Jacob,Physics,60.0,2022-09-19,Present,Medium
1327,Jessica,Physics,81.0,2024-09-11,absent,Medium
1044,Ricky,Biology,69.0,2024-10-21,Absent,Medium
1044,Amanda,Biology,88.0,2024-09-02,absent,High
1044,Terri,Biology,81.0,2022-04-10,Absent,Medium
1151,Amy,Mathematics,88.0,2020-10-19,Present,High
1151,Lynn,Mathematics,79.0,2024-02-10,absent,Medium
1431,Anthony,Physics,96.0,2023-09-21,Absent,High
1431,Travis,Physics,63.0,2021-11-13,Absent,Medium
1431,Lisa,Physics,82.0,2020-08-10,Absent,Medium
1431,Robin,Physics,87.0,2020-01-06,Absent,High
1436,Eric,Mathematics,64.0,2024-02-20,Present,Medium
1436,Chelsea,Mathematics,75.0,2023-09-30,Present,Medium
1309,Amanda,Physics,91.0,2024-08-08,absent,High
1426,Briana,Physics,86.0,2023-03-08,Absent,High
1329,Maria,Computer Science,89.0,2020-09-29,Present,High
1329,Alison,Computer Science,65.0,2024-01-14,Present,Medium
1483,David,Mathematics,73.0,2024-12-10,Present,Medium
1191,Kyle,Physics,96.0,2022-03-04,Present,High
1191,Rebecca,Physics,77.9,2020-07-25,Present,Medium
1191,Alexandra,Physics,82.0,2023-07-27,absent,Medium
1191,Kathryn,Physics,61.0,2021-05-31,Present,Medium
1462,Joshua,Computer Science,78.7,2022-07-11,Absent,Medium
1462,Sean,Computer Science,76.0,2021-11-23,Absent,Medium
1356,Angel,Computer Science,97.0,2021-11-29,absent,High
1125,Cynthia,Mathematics,98.0,2021-09-13,Present,High
1125,Crystal,Mathematics,90.0,2023-10-31,Present,High
1285,Anita,Mathematics,69.0,2023-02-02,Absent,Medium
1195,Briana,Biology,60.0,2020-09-08,Absent,Medium
1195,Lindsay,Biology,77.9,2021-07-03,Absent,Medium
1195,Morgan,Biology,75.0,2023-05-07,Absent,Medium
1195,Thomas,Biology,82.0,2023-09-06,Absent,Medium
1195,Connie,Biology,73.0,2020-12-29,Absent,Medium
1075,Martha,Biology,73.0,2021-10-22,Present,Medium
1075,Shane,Biology,77.9,2024-07-03,Present,Medium
1396,Luis,Computer Science,73.0,2020-02-17,Present,Medium
1050,Marc,Physics,98.0,2020-07-17,Present,High
1267,Scott,Biology,98.0,2020-07-29,absent,High
1267,Veronica,Biology,80.0,2022-12-06,Present,Medium
1220,Aaron,Mathematics,63.0,2022-01-20,Present,Medium
1220,Matthew,Mathematics,97.0,2021-09-08,absent,High
1042,Stephanie,Biology,75.0,2024-07-25,Present,Medium
1042,Eric,Biology,68.0,2023-12-07,Present,Medium
1042,Joshua,Biology,94.0,2020-06-01,Present,High
1373,Dennis,Computer Science,80.0,2024-09-25,Present,Medium
1188,Laura,Physics,91.0,2020-12-18,Present,High
1188,Joseph,Physics,79.0,2020-04-09,Present,Medium
1188,Richard,Physics,77.9,2024-01-27,Present,Medium
1376,Frank,Computer Science,78.7,2024-05-02,Absent,Medium
1376,Debra,Computer Science,84.0,2024-04-07,Absent,Medium
1376,Cheryl,Computer Science,64.0,2022-02-26,absent,Medium
1376,Kelly,Computer Science,78.7,2023-03-08,absent,Medium
1477,Jeremy,Mathematics,68.0,2023-06-23,Absent,Medium
1178,Patricia,Biology,82.0,2021-04-24,Present,Medium
1160,Jean,Physics,73.0,2020-05-21,Absent,Medium
1231,Reginald,Computer Science,78.7,2022-09-07,absent,Medium
1267,Daniel,Biology,80.0,2022-12-06,Absent,Medium
1325,Jason,Physics,84.0,2022-11-06,Absent,Medium
1332,Maria,Computer Science,85.0,2020-12-06,Absent,High
1332,Dustin,Computer Science,78.7,2023-07-31,absent,Medium
1441,Tamara,Physics,72.0,2024-04-16,Absent,Medium
1073,Jason,Mathematics,98.0,2021-01-31,Present,High
1073,Deanna,Mathematics,75.0,2023-03-07,Present,Medium
1181,Erica,Mathematics,66.0,2022-12-27,Present,Medium
1261,Stacey,Mathematics,60.0,2024-12-24,Present,Medium
1369,Charles,Computer Science,78.7,2020-11-16,Present,Medium
1095,Eric,Biology,92.0,2021-09-01,Present,High
1095,Cody,Biology,76.0,2022-04-29,Present,Medium
1038,Kathy,Computer Science,78.7,2024-01-01,absent,Medium
1038,James,Computer Science,91.0,2021-11-19,Absent,High
1038,Shannon,Computer Science,69.0,2022-10-18,Absent,Medium
1128,Michael,Biology,98.0,2024-01-04,Absent,High
1030,Jason,Computer Science,82.0,2023-11-04,Absent,Medium
1030,Keith,Computer Science,78.7,2020-02-06,Absent,Medium
1030,Michelle,Computer Science,78.7,2020-02-05,Absent,Medium
1124,Christopher,Mathematics,86.0,2020-02-26,Absent,High
1124,Susan,Mathematics,66.0,2022-04-02,Absent,Medium
1234,Brittany,Computer Science,66.0,2023-08-03,Absent,Medium
1201,Jessica,Physics,74.0,2022-12-05,Present,Medium
1201,Barbara,Physics,77.9,2024-12-10,Present,Medium
1201,Edward,Physics,76.0,2021-08-13,Present,Medium
1323,Brent,Computer Science,82.0,2021-10-15,Absent,Medium
1094,Teresa,Physics,68.0,2024-01-14,absent,Medium
1094,Amber,Physics,78.0,2024-01-16,absent,Medium
1094,Paula,Physics,67.0,2022-05-27,Absent,Medium
1094,Theresa,Physics,83.0,2023-12-12,Absent,Medium
1375,Samantha,Computer Science,94.0,2020-05-21,Present,High
1375,Shannon,Computer Science,64.0,2024-09-21,Present,Medium
1375,Mark,Computer Science,96.0,2022-06-23,absent,High
1375,Michael,Computer Science,71.0,2020-11-10,Present,Medium
1375,Dawn,Computer Science,96.0,2023-12-17,Present,High
1331,Robert,Computer Science,80.0,2024-06-16,Absent,Medium
1331,Kaylee,Computer Science,83.0,2022-04-09,Absent,Medium
